,Image type,Model,Threshold,F1,Image
6,Deconvolved,Cellpose-SAM,0.8,0.6507177,55
7,Deconvolved,Cellpose-SAM,0.85,0.6507177,55
8,Deconvolved,Cellpose-SAM,0.9,0.5645933,55
9,Deconvolved,Cellpose-SAM,0.95,0.28708133,55
10,Deconvolved,Cellpose-SAM,1.0,0.0,55
0,Deconvolved,microSAM,0.5,0.8015564,55
1,Deconvolved,microSAM,0.55,0.7626459,55
2,Deconvolved,microSAM,0.6,0.7626459,55
3,Deconvolved,microSAM,0.65,0.7626459,55
4,Deconvolved,microSAM,0.7,0.7626459,55
5,Deconvolved,microSAM,0.75,0.7626459,55
6,Deconvolved,microSAM,0.8,0.7626459,55
7,Deconvolved,microSAM,0.85,0.7626459,55
8,Deconvolved,microSAM,0.9,0.7003891,55
9,Deconvolved,microSAM,0.95,0.22568093,55
10,Deconvolved,microSAM,1.0,0.0,55
0,Deconvolved,Cellpose3,0.5,0.430622,55
1,Deconvolved,Cellpose3,0.55,0.430622,55
2,Deconvolved,Cellpose3,0.6,0.41148326,55
3,Deconvolved,Cellpose3,0.65,0.38277513,55
4,Deconvolved,Cellpose3,0.7,0.31578946,55
5,Deconvolved,Cellpose3,0.75,0.27751195,55
6,Deconvolved,Cellpose3,0.8,0.12440191,55
7,Deconvolved,Cellpose3,0.85,0.03827751,55
8,Deconvolved,Cellpose3,0.9,0.0,55
9,Deconvolved,Cellpose3,0.95,0.0,55
10,Deconvolved,Cellpose3,1.0,0.0,55
0,Deconvolved,Morphometrics,0.5,0.93636364,55
1,Deconvolved,Morphometrics,0.55,0.91818184,55
2,Deconvolved,Morphometrics,0.6,0.91818184,55
3,Deconvolved,Morphometrics,0.65,0.91818184,55
4,Deconvolved,Morphometrics,0.7,0.91818184,55
5,Deconvolved,Morphometrics,0.75,0.90909094,55
6,Deconvolved,Morphometrics,0.8,0.9,55
7,Deconvolved,Morphometrics,0.85,0.8818182,55
8,Deconvolved,Morphometrics,0.9,0.77272725,55
9,Deconvolved,Morphometrics,0.95,0.47272727,55
10,Deconvolved,Morphometrics,1.0,0.0,55
